pmid,start,end,set,mention,concept
1323345,30,81,train,glucose-6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
1323345,170,185,train,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
1323345,284,335,train,glucose-6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
1323345,640,655,train,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
1323345,1125,1140,train,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
1324223,52,55,train,adenomatous polyposis coli,adenomatous polyposis coli
1324223,116,146,train,familial adenomatous polyposis,adenomatous polyposis coli
1324223,148,151,train,familial adenomatous polyposis,adenomatous polyposis coli
1324223,205,222,train,colorectal cancer,colorectal neoplasms
1324223,270,296,train,adenomatous polyposis coli,adenomatous polyposis coli
1324223,300,303,train,adenomatous polyposis coli,adenomatous polyposis coli
1324223,609,612,train,adenomatous polyposis coli,adenomatous polyposis coli
1324223,689,692,train,familial adenomatous polyposis,adenomatous polyposis coli
1324223,852,882,train,familial adenomatous polyposis,adenomatous polyposis coli
1324223,1127,1130,train,adenomatous polyposis coli,adenomatous polyposis coli
1324223,1480,1483,train,adenomatous polyposis coli,adenomatous polyposis coli
1324223,1499,1502,train,familial adenomatous polyposis,adenomatous polyposis coli
1324223,1864,1867,train,familial adenomatous polyposis,adenomatous polyposis coli
1325652,63,85,train,familial polyposis adenomatous polyposis coli,adenomatous polyposis coli
1325652,226,246,train,colorectal carcinoma,colorectal neoplasms
1325652,252,255,train,adenomatous polyposis coli,adenomatous polyposis coli
1325652,261,287,train,adenomatous polyposis coli,adenomatous polyposis coli
1325652,450,480,train,familial adenomatous polyposis,adenomatous polyposis coli
1325652,546,549,train,adenomatous polyposis coli,adenomatous polyposis coli
1325652,1000,1009,train,polyposis,adenomatous polyposis coli
1325652,1108,1111,train,adenomatous polyposis coli,adenomatous polyposis coli
1325652,1279,1295,train,colorectal tumor,colorectal neoplasms
1327525,26,46,train,denys-drash syndrome,denys-drash syndrome
1327525,66,86,train,denys-drash syndrome,denys-drash syndrome
1327525,88,99,train,wilms tumor,wilms tumor
1327525,101,118,train,genital anomalies,urogenital abnormalities
1327525,124,135,train,nephropathy,kidney diseases
1327525,214,225,train,wilms tumor,wilms tumor
1327525,650,670,train,denys-drash syndrome,denys-drash syndrome
1334370,32,36,train,wagr,wagr syndrome
1334370,241,245,train,wagr,wagr syndrome
1334370,247,258,train,wilms tumor,wilms tumor
1334370,260,268,train,aniridia,aniridia
1334370,270,297,train,genitourinary abnormalities,urogenital abnormalities
1334370,303,321,train,mental retardation,intellectual disability
1334370,405,413,train,aniridia,aniridia
1334370,446,457,train,wilms tumor,wilms tumor
1334370,527,535,train,aniridia,aniridia
1334370,591,599,train,aniridia,aniridia
1334370,629,640,train,wilms tumor,wilms tumor
1334370,714,718,train,wagr,wagr syndrome
1334370,729,740,train,wilms tumor,wilms tumor
1334370,795,803,train,aniridia,aniridia
1334370,861,869,train,aniridia,aniridia
1334370,942,950,train,aniridia,aniridia
1334370,1058,1066,train,aniridia,aniridia
1338764,37,67,train,familial adenomatous polyposis,adenomatous polyposis coli
1338764,207,233,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,235,238,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,255,285,train,familial adenomatous polyposis,adenomatous polyposis coli
1338764,287,290,train,familial adenomatous polyposis,adenomatous polyposis coli
1338764,401,404,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,579,582,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,614,617,train,familial adenomatous polyposis,adenomatous polyposis coli
1338764,781,784,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,993,996,train,familial adenomatous polyposis,adenomatous polyposis coli
1338764,1053,1056,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,1222,1225,train,adenomatous polyposis coli,adenomatous polyposis coli
1338764,1298,1301,train,familial adenomatous polyposis,adenomatous polyposis coli
1338904,25,28,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,37,54,train,colorectal tumors,colorectal neoplasms
1338904,87,90,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,134,160,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,162,165,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,178,195,train,colorectal tumors,colorectal neoplasms
1338904,200,208,train,adenomas,adenoma
1338904,216,226,train,carcinomas,neoplasms
1338904,241,271,train,familial adenomatous polyposis,adenomatous polyposis coli
1338904,273,276,train,familial adenomatous polyposis,adenomatous polyposis coli
1338904,351,354,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,367,373,train,tumors,neoplasms
1338904,561,567,train,tumors,neoplasms
1338904,708,713,train,tumor,neoplasms
1338904,833,836,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,887,890,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,1108,1114,train,tumors,neoplasms
1338904,1119,1127,train,adenomas,adenoma
1338904,1135,1145,train,carcinomas,neoplasms
1338904,1180,1183,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,1216,1224,train,adenomas,adenoma
1338904,1232,1242,train,carcinomas,neoplasms
1338904,1324,1327,train,adenomatous polyposis coli,adenomatous polyposis coli
1338904,1388,1405,train,colorectal tumors,colorectal neoplasms
1338906,58,78,train,denys-drash syndrome,denys-drash syndrome
1338906,84,104,train,denys-drash syndrome,denys-drash syndrome
1338906,135,146,train,nephropathy,kidney diseases
1338906,148,169,train,genital abnormalities,urogenital abnormalities
1338906,213,224,train,wilms tumor,wilms tumor
1338906,270,283,train,renal failure,renal insufficiency
1338906,297,308,train,wilms tumor,wilms tumor
1345170,64,85,train,diastrophic dysplasia,diastrophic dysplasia
1345170,634,655,train,diastrophic dysplasia,diastrophic dysplasia
1345170,657,660,train,diastrophic dysplasia,diastrophic dysplasia
1345170,693,696,train,diastrophic dysplasia,diastrophic dysplasia
1346773,4,28,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,137,161,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,163,166,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,362,365,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,467,470,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,557,560,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,601,604,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346773,686,689,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
1346924,70,88,train,myotonic dystrophy,myotonic dystrophy
1346924,90,108,train,myotonic dystrophy,myotonic dystrophy
1346924,110,112,train,myotonic dystrophy,myotonic dystrophy
1346924,147,165,train,muscular dystrophy,muscular dystrophies
1346924,263,278,train,muscle weakness,muscle weakness
1346924,283,311,train,sustained muscle contraction,muscle cramp
1346924,712,714,train,myotonic dystrophy,myotonic dystrophy
1346924,1154,1156,train,myotonic dystrophy,myotonic dystrophy
1347968,442,469,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
1347968,471,474,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
1347968,617,620,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
1349199,23,40,train,digeorge syndrome,digeorge syndrome
1349199,92,109,train,digeorge syndrome,digeorge syndrome
1349199,111,114,train,digeorge syndrome,digeorge syndrome
1349199,210,268,train,aplasia or hypoplasia of the thymus and parathyroid glands,thymic aplasia|hypoparathyroidism
1349199,276,309,train,conotruncal cardiac malformations,conotruncal cardiac defects
1349199,357,360,train,digeorge syndrome,digeorge syndrome
1349199,504,507,train,digeorge syndrome,digeorge syndrome
1349199,927,930,train,digeorge syndrome,digeorge syndrome
1349199,1360,1363,train,digeorge syndrome,digeorge syndrome
1349199,1488,1491,train,digeorge syndrome,digeorge syndrome
1349199,1535,1538,train,digeorge syndrome,digeorge syndrome
1349199,1609,1612,train,digeorge syndrome,digeorge syndrome
1351034,29,32,train,adenomatous polyposis coli,adenomatous polyposis coli
1351034,44,68,train,adrenocortical carcinoma,adrenocortical carcinoma
1351034,89,119,train,familial adenomatous polyposis,adenomatous polyposis coli
1351034,121,140,train,endocrine neoplasms,endocrine gland neoplasms
1351034,190,220,train,familial adenomatous polyposis,adenomatous polyposis coli
1351034,222,225,train,familial adenomatous polyposis,adenomatous polyposis coli
1351034,231,256,train,adrenocorotical carcinoma,adrenocortical carcinoma
1351034,307,310,train,familial adenomatous polyposis,adenomatous polyposis coli
1351034,368,394,train,adenomatous polyposis coli,adenomatous polyposis coli
1351034,396,399,train,adenomatous polyposis coli,adenomatous polyposis coli
1351034,427,436,train,carcinoma,carcinoma
1351034,514,517,train,adenomatous polyposis coli,adenomatous polyposis coli
1351034,570,573,train,adenomatous polyposis coli,adenomatous polyposis coli
1351034,583,604,train,adrenocortical tumors,adrenocortical carcinoma
1351034,670,683,train,desmoid tumor,"desmoid disease, hereditary"
1351034,748,751,train,adenomatous polyposis coli,adenomatous polyposis coli
1351034,774,787,train,benign tumors,neoplasms
1351034,851,857,train,tumors,neoplasms
1351034,927,930,train,familial adenomatous polyposis,adenomatous polyposis coli
1352883,122,136,train,retinoblastoma,retinoblastoma
1352883,152,166,train,retinoblastoma,retinoblastoma
1352883,438,444,train,tumors,neoplasms
1353340,11,39,train,metachromatic leukodystrophy,"leukodystrophy, metachromatic"
1353340,159,187,train,metachromatic leukodystrophy,"leukodystrophy, metachromatic"
1353340,189,192,train,metachromatic leukodystrophy,"leukodystrophy, metachromatic"
1353340,363,366,train,metachromatic leukodystrophy,"leukodystrophy, metachromatic"
1353340,576,579,train,metachromatic leukodystrophy,"leukodystrophy, metachromatic"
1353340,712,715,train,metachromatic leukodystrophy,"leukodystrophy, metachromatic"
1357962,0,10,train,trisomy 15,"chromosome 15, trisomy mosaicism"
1357962,54,75,train,prader-willi syndrome,prader-willi syndrome
1357962,83,98,train,maternal disomy,uniparental disomy
1357962,100,118,train,uniparental disomy,uniparental disomy
1357962,184,205,train,prader-willi syndrome,prader-willi syndrome
1357962,207,210,train,"prader-willi syndrome
",prader-willi syndrome
1357962,323,341,train,uniparental disomy,uniparental disomy
1357962,406,424,train,uniparental disomy,uniparental disomy
1357962,508,518,train,trisomy 15,"chromosome 15, trisomy mosaicism"
1357962,691,700,train,hypotonic,muscle hypotonia
1357962,837,840,train,"prader-willi syndrome
",prader-willi syndrome
1357962,873,876,train,"prader-willi syndrome
",prader-willi syndrome
1357962,1142,1160,train,uniparental disomy,uniparental disomy
1357962,1177,1180,train,"prader-willi syndrome
",prader-willi syndrome
1358807,25,57,train,x-linked amelogenesis imperfecta,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1358807,198,226,train,inherited dental abnormality,tooth abnormalities
1358807,227,259,train,x-linked amelogenesis imperfecta,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1358807,261,264,train,x-linked amelogenesis imperfecta,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1358807,287,290,train,x-linked amelogenesis imperfecta,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1358807,442,445,train,x-linked amelogenesis imperfecta,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1358807,629,640,train,x-linked amelogenesis imperfecta disease,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1358807,1193,1196,train,x-linked amelogenesis imperfecta,"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"
1361100,21,36,train,phenylketonuria,phenylketonurias
1361100,48,63,train,phenylketonuria,phenylketonurias
1361100,65,68,train,phenylketonuria,phenylketonurias
1361100,73,106,train,disorder of amino acid metabolism,"amino acid metabolism, inborn errors"
1361100,184,242,train,deficiency of the hepatic enzyme phenylalanine hydroxylase,phenylketonurias
1361100,250,253,train,phenylketonuria,phenylketonurias
1361100,710,713,train,phenylketonuria,phenylketonurias
1361100,1388,1391,train,phenylketonuria,phenylketonurias
1361318,0,30,train,complement factor 2 deficiency,complement component 2 deficiency
1361318,73,106,train,inherited complement deficiencies,immunologic deficiency syndromes
1361318,182,225,train,inherited deficiency of complement factor 2,complement component 2 deficiency
1361318,288,301,train,c2 deficiency,complement component 2 deficiency
1361318,312,332,train,cutaneous vasculitis,"vasculitis, leukocytoclastic, cutaneous"
1361318,337,351,train,sicca syndrome,sjogren's syndrome
1361318,395,408,train,c2 deficiency,complement component 2 deficiency
1361318,483,516,train,seropositive rheumatoid arthritis,"arthritis, rheumatoid"
1376553,77,105,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
1376553,241,269,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
1376553,271,274,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
1376553,735,738,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
1380672,14,29,train,hypomyelination,demyelinating diseases
1380672,34,50,train,glial cell death,disease
1380672,314,331,train,genetic disorders,"genetic diseases, inborn"
1380672,462,490,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
1380672,546,603,train,degeneration and premature cell death of oligodendrocytes,leukoencephalopathies
1380672,620,635,train,hypomyelination,demyelinating diseases
1380672,831,847,train,myelin-deficient,demyelinating diseases
1380672,937,952,train,hypomyelination,demyelinating diseases
1380672,1010,1038,train,oligodendrocyte degeneration,leukoencephalopathies
1380672,1228,1256,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
1384323,47,56,train,tay-sachs,tay-sachs disease
1384323,103,138,train,deficiency of beta-hexosaminidase a,tay-sachs disease
