pmid,start,end,mention,set,concept,code
10721819,619,638,cardiac hypertrophy,train,cardiomegaly,cardiomegaly
10721819,776,787,hypotension,train,hypotension,hypotension
10721819,78,89,tachycardia,train,tachycardia,tachycardia
10721819,792,803,tachycardia,train,tachycardia,tachycardia
10721819,827,838,hypotension,train,hypotension,hypotension
10721819,891,902,tachycardia,train,tachycardia,tachycardia
10721819,931,942,bradycardia,train,bradycardia,bradycardia
10726030,1030,1034,hitt,test,thrombocytopenia|thrombosis,thrombocytopenia|thrombosis
10726030,1039,1051,osteoporosis,test,osteoporosis,osteoporosis
10726030,208,218,thrombosis,test,thrombosis,thrombosis
10726030,36,52,thrombocytopenia,test,thrombocytopenia,thrombocytopenia
10726030,363,373,thrombotic,test,thrombosis,thrombosis
10726030,460,468,bleeding,test,hemorrhage,hemorrhage
10726030,518,526,bleeding,test,hemorrhage,hemorrhage
10726030,57,67,thrombosis,test,thrombosis,thrombosis
10726030,678,694,thrombocytopenia,test,thrombocytopenia,thrombocytopenia
10726030,715,727,osteoporosis,test,osteoporosis,osteoporosis
10726030,729,741,eosinophilia,test,eosinophilia,eosinophilia
10726030,743,757,skin reactions,test,skin diseases,skin diseases
10726030,759,777,allergic reactions,test,drug hypersensitivity,drug hypersensitivity
10726030,789,805,thrombocytopenia,test,thrombocytopenia,thrombocytopenia
10726030,807,815,alopecia,test,alopecia,alopecia
10726030,834,846,hyperkalemia,test,hyperkalemia,hyperkalemia
10726030,848,865,hypoaldosteronism,test,hypoaldosteronism,hypoaldosteronism
10726030,871,879,priapism,test,priapism,priapism
10728962,172,185,heart failure,dev,heart failure,heart failure
10728962,247,258,hypotension,dev,hypotension,hypotension
10728962,291,304,heart failure,dev,heart failure,heart failure
10728962,310,321,hypotension,dev,hypotension,hypotension
10728962,50,61,hypotension,dev,hypotension,hypotension
10728962,72,85,heart failure,dev,heart failure,heart failure
10737864,1056,1067,bradycardia,train,bradycardia,bradycardia
10737864,584,595,bradycardia,train,bradycardia,bradycardia
10739826,1081,1084,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10739826,137,159,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10739826,161,164,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10739826,388,391,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10739826,502,505,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10739826,59,81,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10739826,718,721,venous thromboembolism,train,venous thromboembolism,venous thromboembolism
10743446,1021,1025,pain,train,pain,pain
10743446,1073,1085,hyperalgesia,train,hyperalgesia,hyperalgesia
10743446,1147,1151,pain,train,pain,pain
10743446,1180,1184,pain,train,pain,pain
10743446,1259,1271,hyperalgesia,train,hyperalgesia,hyperalgesia
10743446,1302,1314,hyperalgesia,train,hyperalgesia,hyperalgesia
10743446,259,263,pain,train,pain,pain
10743446,293,305,hyperalgesia,train,hyperalgesia,hyperalgesia
10743446,775,779,pain,train,pain,pain
10743446,781,785,pain,train,pain,pain
10743446,876,888,hyperalgesia,train,hyperalgesia,hyperalgesia
10743446,95,107,hyperalgesia,train,hyperalgesia,hyperalgesia
10743446,957,969,hyperalgesia,train,hyperalgesia,hyperalgesia
10743694,1001,1012,gastrointestinal toxicity,dev,gastrointestinal diseases,gastrointestinal diseases
10743694,1018,1032,hepatotoxicity,dev,drug-induced liver injury,drug-induced liver injury
10743694,1038,1078,post-transplant lmphoproliferate disease,dev,lymphoproliferative disorders,lymphoproliferative disorders
10743694,1080,1084,posttransplant lymphoproliferative disorder,dev,lymphoproliferative disorders,lymphoproliferative disorders
10743694,1091,1105,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
10743694,1111,1127,hemolytic anemia,dev,"anemia, hemolytic","anemia, hemolytic"
10743694,1137,1145,pruritus,dev,pruritus,pruritus
10743694,771,784,neurotoxicity,dev,neurotoxicity syndromes,neurotoxicity syndromes
10743694,791,828,(insulin-dependent) diabetes mellitus,dev,"diabetes mellitus, type 1","diabetes mellitus, type 1"
10743694,830,834,insulin-dependent diabetes mellitus,dev,"diabetes mellitus, type 1","diabetes mellitus, type 1"
10743694,841,855,nephrotoxicity,dev,kidney diseases,kidney diseases
10743694,861,891,gastrointestinal toxicity,dev,gastrointestinal diseases,gastrointestinal diseases
10743694,901,915,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
10743694,950,963,neurotoxicity,dev,neurotoxicity syndromes,neurotoxicity syndromes
10743694,970,974,insulin-dependent diabetes mellitus,dev,"diabetes mellitus, type 1","diabetes mellitus, type 1"
10743694,981,995,nephrotoxicity,dev,kidney diseases,kidney diseases
10764869,148,164,optic neuropathy,test,optic nerve diseases,optic nerve diseases
10764869,20,36,optic neuropathy,test,optic nerve diseases,optic nerve diseases
10764869,610,637,ischemic optic neuropathies,test,"optic neuropathy, ischemic","optic neuropathy, ischemic"
10764869,639,662,deterioration of vision,test,"vision, low","vision, low"
10764869,796,816,optic nerve toxicity,test,optic nerve diseases,optic nerve diseases
10770468,0,13,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,138,151,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,1384,1397,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,1434,1441,bipolar,test,bipolar disorder,bipolar disorder
10770468,1475,1488,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,15,25,arrhythmia,test,"arrhythmias, cardiac","arrhythmias, cardiac"
10770468,163,178,bradyarrhythmia,test,bradycardia,bradycardia
10770468,236,243,bipolar,test,bipolar disorder,bipolar disorder
10770468,277,290,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,319,332,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,413,427,hypercalcemias,test,hypercalcemia,hypercalcemia
10770468,533,547,hypercalcemias,test,hypercalcemia,hypercalcemia
10770468,559,571,malignancies,test,neoplasms,neoplasms
10770468,651,664,hypercalcemia,test,hypercalcemia,hypercalcemia
10770468,70,77,bipolar,test,bipolar disorder,bipolar disorder
10770468,931,938,bipolar,test,bipolar disorder,bipolar disorder
10770468,992,999,bipolar,test,bipolar disorder,bipolar disorder
10791295,172,191,aggressive behavior,train,personality disorders,personality disorders
10791295,35,54,aggressive behavior,train,personality disorders,personality disorders
10791295,378,397,aggressive behavior,train,personality disorders,personality disorders
10791295,441,455,aggressiveness,train,personality disorders,personality disorders
10791295,567,581,aggressiveness,train,personality disorders,personality disorders
10791295,704,723,aggressive behavior,train,personality disorders,personality disorders
1079693,1103,1110,uveitis,dev,uveitis,uveitis
1079693,1137,1145,cataract,dev,cataract,cataract
1079693,1150,1166,band keratopathy,dev,"corneal dystrophy, band-shaped","corneal dystrophy, band-shaped"
1079693,1312,1329,chorioretinopathy,dev,retinal diseases,retinal diseases
1079693,1477,1486,cataracts,dev,cataract,cataract
1079693,1506,1526,keratoconjunctivitis,dev,keratoconjunctivitis,keratoconjunctivitis
1079693,1559,1566,uveitis,dev,uveitis,uveitis
1079693,1596,1603,uveitis,dev,uveitis,uveitis
1079693,1660,1669,cataracts,dev,cataract,cataract
1079693,1671,1687,band keratopathy,dev,"corneal dystrophy, band-shaped","corneal dystrophy, band-shaped"
1079693,1693,1701,glaucoma,dev,glaucoma,glaucoma
1079693,186,199,iridocyclitis,dev,iridocyclitis,iridocyclitis
1079693,201,214,iridocyclitis,dev,iridocyclitis,iridocyclitis
1079693,25,54,juvenile rheumatoid arthritis,dev,"arthritis, juvenile","arthritis, juvenile"
1079693,333,342,arthritis,dev,arthritis,arthritis
1079693,383,390,uveitis,dev,uveitis,uveitis
1079693,501,508,uveitis,dev,uveitis,uveitis
1079693,559,566,uveitis,dev,uveitis,uveitis
1079693,601,608,uveitis,dev,uveitis,uveitis
1079693,667,674,uveitis,dev,uveitis,uveitis
1079693,740,751,ocular pain,dev,eye pain,eye pain
1079693,753,776,decreased visual acuity,dev,vision disorders,vision disorders
1079693,781,792,photophobia,dev,photophobia,photophobia
1079693,81,110,juvenile rheumatoid arthritis,dev,"arthritis, juvenile","arthritis, juvenile"
1079693,893,900,uveitis,dev,uveitis,uveitis
10807237,0,22,intracranial aneurysms,train,intracranial aneurysm,intracranial aneurysm
10807237,103,126,subarachnoid hemorrhage,train,subarachnoid hemorrhage,subarachnoid hemorrhage
10807237,1297,1306,aneurysms,train,aneurysm,aneurysm
10807237,1344,1362,aneurysmal rupture,train,"aneurysm, ruptured","aneurysm, ruptured"
10807237,1414,1423,aneurysms,train,aneurysm,aneurysm
10807237,143,156,cocaine abuse,train,cocaine-related disorders,cocaine-related disorders
10807237,27,40,cocaine abuse,train,cocaine-related disorders,cocaine-related disorders
10807237,403,412,aneurysms,train,aneurysm,aneurysm
10807237,480,498,ruptured aneurysms,train,"aneurysm, ruptured","aneurysm, ruptured"
10807237,517,530,cocaine abuse,train,cocaine-related disorders,cocaine-related disorders
10807237,610,633,subarachnoid hemorrhage,train,subarachnoid hemorrhage,subarachnoid hemorrhage
10807237,647,655,aneurysm,train,aneurysm,aneurysm
10807237,673,681,aneurysm,train,aneurysm,aneurysm
10807237,903,912,aneurysms,train,aneurysm,aneurysm
10807237,977,986,aneurysms,train,aneurysm,aneurysm
10835440,1169,1182,diastolic blood pressure,train,hypotension,hypotension
10835440,1296,1309,diastolic blood pressure,train,hypotension,hypotension
10835440,1422,1427,death,train,death,death
10835440,148,154,stroke,train,stroke,stroke
10835440,1512,1517,death,train,death,death
10835440,1846,1858,acute stroke,train,stroke,stroke
10835440,217,244,reduction in blood pressure,train,hypotension,hypotension
10835440,280,292,acute stroke,train,stroke,stroke
10835440,451,463,blood pressure reduction,train,hypotension,hypotension
10835440,512,527,ischemic stroke,train,cerebral infarction,cerebral infarction
10835440,69,81,acute stroke,train,stroke,stroke
10835440,992,1016,reduction in systolic blood pressure,train,hypotension,hypotension
10840460,105,118,visceral pain,dev,visceral pain,visceral pain
10840460,1302,1322,behavioral disorders,dev,mental disorders,mental disorders
10840460,151,164,visceral pain,dev,visceral pain,visceral pain
10840460,1625,1630,edema,dev,edema,edema
10840460,2182,2190,cystitis,dev,cystitis,cystitis
10840460,2250,2263,visceral pain,dev,visceral pain,visceral pain
10840460,2306,2323,painful syndromes,dev,pain,pain
10840460,25,33,cystitis,dev,cystitis,cystitis
10840460,360,368,cystitis,dev,cystitis,cystitis
1085609,156,168,tuberculosis,train,tuberculosis,tuberculosis
1085609,198,209,clonic fits,train,seizures,seizures
1085609,276,280,fits,train,seizures,seizures
1085609,31,42,convulsions,train,seizures,seizures
10901305,1102,1106,pain,train,pain,pain
10901305,1242,1246,pain,train,pain,pain
10901305,1356,1364,fracture,train,"fractures, bone","fractures, bone"
10901305,1368,1379,dislocation,train,dislocations,dislocations
10901305,1686,1690,pain,train,pain,pain
10901305,1762,1766,pain,train,pain,pain
10901305,1774,1782,fracture,train,"fractures, bone","fractures, bone"
10901305,1803,1811,fracture,train,"fractures, bone","fractures, bone"
10901305,2204,2210,nausea,train,nausea,nausea
10901305,2232,2238,emesis,train,vomiting,vomiting
10901305,2276,2282,nausea,train,nausea,nausea
10901305,2285,2295,clumsiness,train,ataxia,ataxia
10901305,2308,2324,ataxic movements,train,ataxia,ataxia
10901305,2347,2365,dysphoric reaction,train,-1,NA
10901305,2435,2449,hallucinations,train,hallucinations,hallucinations
10901305,2598,2607,fractures,train,"fractures, bone","fractures, bone"
10901305,375,384,fractures,train,"fractures, bone","fractures, bone"
10901305,50,59,fractures,train,"fractures, bone","fractures, bone"
10901305,578,586,fracture,train,"fractures, bone","fractures, bone"
10901305,590,601,dislocation,train,dislocations,dislocations
10901305,643,649,trauma,train,wounds and injuries,wounds and injuries
10910842,1246,1253,tetanic,dev,tetany,tetany
10910842,1895,1920,neuromuscular dysfunction,dev,neuromuscular diseases,neuromuscular diseases
10910842,1986,2000,muscle atrophy,dev,muscular atrophy,muscular atrophy
10910842,21,39,muscle dysfunction,dev,muscle weakness,muscle weakness
10910842,2267,2281,muscle atrophy,dev,muscular atrophy,muscular atrophy
10910842,58,65,atrophy,dev,atrophy,atrophy
10910842,852,859,tetanic,dev,tetany,tetany
10933650,1201,1215,nephrotoxicity,test,kidney diseases,kidney diseases
10933650,15,29,nephrotoxicity,test,kidney diseases,kidney diseases
10933650,204,212,toxicity,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
10933650,230,238,toxicity,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
10933650,885,901,tubular necrosis,test,"kidney tubular necrosis, acute","kidney tubular necrosis, acute"
10939760,125,138,toxoplasmosis,test,toxoplasmosis,toxoplasmosis
10939760,25,45,acute nephrotoxicity,test,acute kidney injury,acute kidney injury
10939760,277,285,oliguria,test,oliguria,oliguria
10939760,287,301,abdominal pain,test,abdominal pain,abdominal pain
10939760,303,316,renal failure,test,renal insufficiency,renal insufficiency
10939760,349,362,renal calculi,test,kidney calculi,kidney calculi
10939760,546,564,ureteral lithiasis,test,urolithiasis,urolithiasis
10939760,60,80,acute nephrotoxicity,test,acute kidney injury,acute kidney injury
10960401,0,18,downbeat nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
10960401,152,161,dizziness,test,dizziness,dizziness
10960401,167,188,downbeating nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
10975596,1290,1301,tachycardia,test,tachycardia,tachycardia
10975596,1364,1375,tachycardia,test,tachycardia,tachycardia
10975596,1629,1640,arrhythmias,test,"arrhythmias, cardiac","arrhythmias, cardiac"
10975596,392,413,myocardial infarction,test,myocardial infarction,myocardial infarction
10975596,94,115,myocardial infarction,test,myocardial infarction,myocardial infarction
